"description","value","TestID","R.Time","Matlab.Time"
"Release.Crew","Rachel Holser, Logan Pallin, Arina Favilla, Ryan Jones","test25_ComaCourtney",NA,NA
"Animal.Comment","Animal was brought to LML as part of JKB Sleep Study from Oct 16 to Oct 22. TOPPID 2020049.","test25_ComaCourtney",NA,NA
"Begin.Calm.in.Water.for.ICA","10/19/2020 22:46:18","test25_ComaCourtney",2020-10-19 22:46:18,2020-10-19 22:46:18
"End.Calm.in.Water.for.ICA","10/19/2020 22:56:03","test25_ComaCourtney",2020-10-19 22:56:03,2020-10-19 22:56:03
"Duration.for.ICA","00:09:45","test25_ComaCourtney",NA,NA
"Best.EOG.EMG.EEG","3,4,7,8","test25_ComaCourtney",NA,NA
"ICA.Decomposition.Quality","OK","test25_ComaCourtney",NA,NA
"ICA.Component.Maximal.Brain","8","test25_ComaCourtney",NA,NA
"ICA.Component.Maximal.Heart","3","test25_ComaCourtney",NA,NA
"Pruned.with.ICA.Components","1,3,4,7","test25_ComaCourtney",NA,NA
"Channel.Configuration","[14 15 16 19 20 17 21 25 29]","test25_ComaCourtney",NA,NA
"Attachment.Orientation","upside down","test25_ComaCourtney",NA,NA
"Time.for.orientation","10/17/2020 17:39:56","test25_ComaCourtney",2020-10-17 17:39:56,2020-10-17 17:39:56
"AccX.during.attachment","0.109207","test25_ComaCourtney",NA,NA
"AccY.during.attachment","-0.03581","test25_ComaCourtney",NA,NA
"AccZ.during.attachment","1.0123","test25_ComaCourtney",NA,NA
"Recording.ID","CAPTIVE_1yr-juvenile","test26_DreamyDenise",NA,NA
"Test.Number","26","test26_DreamyDenise",NA,NA
"Deployment","7","test26_DreamyDenise",NA,NA
"Seal.Number","13","test26_DreamyDenise",NA,NA
"Sex","F","test26_DreamyDenise",NA,NA
"Version","V2","test26_DreamyDenise",NA,NA
"Age","(0,1]","test26_DreamyDenise",NA,NA
"Age.Estimate","~0.8 years old","test26_DreamyDenise",NA,NA
"Seal.ID","H525","test26_DreamyDenise",NA,NA
"Pressed.Start.Logger","10/23/2020 15:59:48","test26_DreamyDenise",2020-10-23 15:59:48,2020-10-23 15:59:48
"Logger.Start","10/23/2020 16:00:00","test26_DreamyDenise",2020-10-23 16:00:00,2020-10-23 16:00:00
"Start.for.EDF.Files","10/23/2020 15:59:58.440","test26_DreamyDenise",2020-10-23 15:59:58,2020-10-23 15:59:58
"Duration_ON_ANIMAL_h","79.71","test26_DreamyDenise",NA,NA
"ON.ANIMAL","10/24/2020 13:03:24","test26_DreamyDenise",2020-10-24 13:03:24,2020-10-24 13:03:24
"Capture_ANO_InitialStick","10/24/2020 10:05:41","test26_DreamyDenise",2020-10-24 10:05:41,2020-10-24 10:05:41
"Capture_ANO_LastDose","10/24/2020 10:05:41","test26_DreamyDenise",2020-10-24 10:05:41,2020-10-24 10:05:41
"Capture_ANO_Cortisol","12.334","test26_DreamyDenise",NA,NA
"Capture_ANO_cv","4.17","test26_DreamyDenise",NA,NA
"Attachment_InitialStick","10/24/2020 11:56:00","test26_DreamyDenise",2020-10-24 11:56:00,2020-10-24 11:56:00
"Attachment_LastDose","10/24/2020 13:24:34","test26_DreamyDenise",2020-10-24 13:24:34,2020-10-24 13:24:34
"Attachment_Cortisol","27.421","test26_DreamyDenise",NA,NA
"Attachment_cv","1.53","test26_DreamyDenise",NA,NA
"Removal_InitialStick","10/29/2020 10:06:40","test26_DreamyDenise",2020-10-29 10:06:40,2020-10-29 10:06:40
"Removal_LastDose","10/29/2020 10:38:00","test26_DreamyDenise",2020-10-29 10:38:00,2020-10-29 10:38:00
"Removal_Cortisol","13.434","test26_DreamyDenise",NA,NA
"Removal_cv","1.91","test26_DreamyDenise",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","10/29/2020 10:19:31","test26_DreamyDenise",2020-10-29 10:19:31,2020-10-29 10:19:31
"Logger.Stop","not recorded - off","test26_DreamyDenise",NA,NA
"Actual.Start.Time_CATS.toolbox","10/23/2020 15:59:58.440","test26_DreamyDenise",2020-10-23 15:59:58,2020-10-23 15:59:58
"Logger.Used","L1","test26_DreamyDenise",NA,NA
"SD.Card.Used","1","test26_DreamyDenise",NA,NA
"Configuration.Notes","no real time clock, channel configuration ""normal""","test26_DreamyDenise",NA,NA
"Restarts.Present","Yes","test26_DreamyDenise",NA,NA
"Number.of.Restarts","4","test26_DreamyDenise",NA,NA
"X.factor.per.restart","0","test26_DreamyDenise",NA,NA
"First.Restart.Seconds.Elapsed","232027.068","test26_DreamyDenise",NA,NA
"Last.Restart.Seconds.Elapsed","348630.1281","test26_DreamyDenise",NA,NA
"First.Restart.Time","10/26/2020 08:27:07.068","test26_DreamyDenise",2020-10-26 08:27:07,2020-10-26 08:27:07
"Last.Restart.Time","10/27/2020 16:50:30.128","test26_DreamyDenise",2020-10-27 16:50:30,2020-10-27 16:50:30
"Device.Failure","Yes","test26_DreamyDenise",NA,NA
"Mass.with.cage_kg","229","test26_DreamyDenise",NA,NA
"Mass.cage_kg","81","test26_DreamyDenise",NA,NA
"Mass.animal._kg","148","test26_DreamyDenise",NA,NA
"Mass.animal.post.study_kg","137","test26_DreamyDenise",NA,NA
"Flipper.Tag.1","GH525 - ADDED","test26_DreamyDenise",NA,NA
"Position","L-iu-So","test26_DreamyDenise",NA,NA
"Flipper.Tag.2","GH527 - ADDED","test26_DreamyDenise",NA,NA
"Position.1","R-il-So","test26_DreamyDenise",NA,NA
"Mark","No Mark","test26_DreamyDenise",NA,NA
"Mark.Position","No Mark","test26_DreamyDenise",NA,NA
"Birth.date","probably in 2020","test26_DreamyDenise",NA,NA
"Wean.date","unknown","test26_DreamyDenise",NA,NA
"Tagged.date","unknown","test26_DreamyDenise",NA,NA
"Wean.weight_kg","unknown","test26_DreamyDenise",NA,NA
"Weaner.ID","not recorded","test26_DreamyDenise",NA,NA
"Wean.Standard.Length","unknown","test26_DreamyDenise",NA,NA
"Wean.Ax.Girth","unknown","test26_DreamyDenise",NA,NA
"Animal.ID","52333","test26_DreamyDenise",NA,NA
"Deployment.Resight.ID","353421","test26_DreamyDenise",NA,NA
"Recovery.Resight.ID","353422","test26_DreamyDenise",NA,NA
"Deploy.ID","NESE0008LOML","test26_DreamyDenise",NA,NA
"Seal.ID.1","H525","test26_DreamyDenise",NA,NA
"TOPP.ID","2020050","test26_DreamyDenise",NA,NA
"Deploy.Latitude","36.948644","test26_DreamyDenise",NA,NA
"Deploy.Longitude","-122.065416","test26_DreamyDenise",NA,NA
"Initial.sedation.location","BBN","test26_DreamyDenise",NA,NA
"Blood","Y - red tops at all procedures","test26_DreamyDenise",NA,NA
"Hematocrit","50 / 51 / 52 / 53","test26_DreamyDenise",NA,NA
"Standard.Length","165","test26_DreamyDenise",NA,NA
"Curved.Length","175","test26_DreamyDenise",NA,NA
"Ax.Girth","139","test26_DreamyDenise",NA,NA
"Whisker","N","test26_DreamyDenise",NA,NA
"Fur","N","test26_DreamyDenise",NA,NA
"Blubber","N","test26_DreamyDenise",NA,NA
"Ultrasound.skull.depth_cm","1.90","test26_DreamyDenise",NA,NA
"Instruments","Yes- Neurologger & AEP & NIRS upon attachment and removal","test26_DreamyDenise",NA,NA
"First.Calibration.Event.Type","Calibration Shake","test26_DreamyDenise",NA,NA
"First.Calibration.Event.Start","10/23/2020 16:11:00","test26_DreamyDenise",2020-10-23 16:11:00,2020-10-23 16:11:00
"First.Calibration.Event.End","10/23/2020 16:11:10","test26_DreamyDenise",2020-10-23 16:11:10,2020-10-23 16:11:10
"Expected.Duration","00:00:10.000","test26_DreamyDenise",NA,NA
"Logger.Event.Time.Start_TYPE","01/00/1900 16:48:00.690","test26_DreamyDenise",NA,NA
"Logger.Event.Time.End_TYPE","01/00/1900 16:48:10.630","test26_DreamyDenise",NA,NA
"Actual.Duration","00:00:09.940","test26_DreamyDenise",NA,NA
"Last.Calibration.Event.2.Start","not recorded - off","test26_DreamyDenise",NA,NA
"Last.Calibration.Event.2.End","not recorded - off","test26_DreamyDenise",NA,NA
"Logger.Event.Time.Start_TYPE.1","01/00/1900 16:48:00.690","test26_DreamyDenise",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 16:48:10.630","test26_DreamyDenise",NA,NA
"Actual.Duration.1","00:00:09.940","test26_DreamyDenise",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","#VALUE!","test26_DreamyDenise",NA,NA
"Time.of.water.entry","10/26/2020 11:51:08","test26_DreamyDenise",2020-10-26 11:51:08,2020-10-26 11:51:08
"Recording.Duration_s","362771.948","test26_DreamyDenise",NA,NA
"Recording.Duration_days","4.198749398","test26_DreamyDenise",NA,NA
"Extra.Sedation","No","test26_DreamyDenise",NA,NA
"Reason","But did do an adjustment to tack down headcap with superglue while the animal was sleeping","test26_DreamyDenise",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","#VALUE!","test26_DreamyDenise",NA,NA
"Pickup.Crew","Rachel Holser, Logan Pallin, Arina Favilla, Ryan Jones, Daniel Lozano","test26_DreamyDenise",NA,NA
"Attachment.Crew","Rachel Holser, Logan Pallin, Arina Favilla, Ryan Jones, Daniel Lozano","test26_DreamyDenise",NA,NA
"Release.Crew","Rachel Holser, Logan Pallin, Arina Favilla, Ryan Jones, Patrick Robinson","test26_DreamyDenise",NA,NA
"Animal.Comment","Animal was brought to LML as part of JKB Sleep Study from Oct 24 to Oct 29. TOPPID 2020050.","test26_DreamyDenise",NA,NA
"Begin.Calm.in.Water.for.ICA","10/26/2020 18:10:02","test26_DreamyDenise",2020-10-26 18:10:02,2020-10-26 18:10:02
"End.Calm.in.Water.for.ICA","10/26/2020 18:23:45","test26_DreamyDenise",2020-10-26 18:23:45,2020-10-26 18:23:45
"Duration.for.ICA","00:13:43","test26_DreamyDenise",NA,NA
"Best.EOG.EMG.EEG","2,5,7,8","test26_DreamyDenise",NA,NA
"ICA.Decomposition.Quality","Excellent","test26_DreamyDenise",NA,NA
"ICA.Component.Maximal.Brain","7","test26_DreamyDenise",NA,NA
"ICA.Component.Maximal.Heart","2","test26_DreamyDenise",NA,NA
"Pruned.with.ICA.Components","1,2,3,4","test26_DreamyDenise",NA,NA
"Channel.Configuration","[14 15 16 19 20 17 21 25 29]","test26_DreamyDenise",NA,NA
"Attachment.Orientation","upside down","test26_DreamyDenise",NA,NA
"Time.for.orientation","10/24/2020 13:46:00","test26_DreamyDenise",2020-10-24 13:46:00,2020-10-24 13:46:00
"AccX.during.attachment","-0.00152","test26_DreamyDenise",NA,NA
"AccY.during.attachment","-0.06516","test26_DreamyDenise",NA,NA
"AccZ.during.attachment","1.0185","test26_DreamyDenise",NA,NA
"Recording.ID","WILD_2mo-weanling","test30_ExhaustedEllie",NA,NA
"Test.Number","30","test30_ExhaustedEllie",NA,NA
"Deployment","8","test30_ExhaustedEllie",NA,NA
"Seal.Number","18","test30_ExhaustedEllie",NA,NA
"Sex","F","test30_ExhaustedEllie",NA,NA
"Version","V3","test30_ExhaustedEllie",NA,NA
"Age","(0,1]","test30_ExhaustedEllie",NA,NA
"Age.Estimate","~2 months old","test30_ExhaustedEllie",NA,NA
"Seal.ID","H870","test30_ExhaustedEllie",NA,NA
"Pressed.Start.Logger","03/26/2021 15:50:00","test30_ExhaustedEllie",2021-03-26 15:50:00,2021-03-26 15:50:00
"Logger.Start","03/26/2021 15:51:00","test30_ExhaustedEllie",2021-03-26 15:51:00,2021-03-26 15:51:00
"Start.from.Real.Time.Clock","03/25/2021 15:51:03","test30_ExhaustedEllie",2021-03-25 15:51:03,2021-03-25 15:51:03
"Start.for.EDF.Files","03/26/2021 15:51:03","test30_ExhaustedEllie",2021-03-26 15:51:03,2021-03-26 15:51:03
"Duration_ON_ANIMAL_h","120.9","test30_ExhaustedEllie",NA,NA
"ON.ANIMAL","03/27/2021 11:47:30","test30_ExhaustedEllie",2021-03-27 11:47:30,2021-03-27 11:47:30
"OFF.ANIMAL","04/01/2021 12:41:46","test30_ExhaustedEllie",2021-04-01 12:41:46,2021-04-01 12:41:46
"Attachment_InitialStick","03/27/2021 09:20:28","test30_ExhaustedEllie",2021-03-27 09:20:28,2021-03-27 09:20:28
"Attachment_LastDose","03/27/2021 11:10:47","test30_ExhaustedEllie",2021-03-27 11:10:47,2021-03-27 11:10:47
"Attachment_Cortisol","16.283","test30_ExhaustedEllie",NA,NA
"Attachment_cv","2.22","test30_ExhaustedEllie",NA,NA
"Removal_InitialStick","04/01/2021 12:26:13","test30_ExhaustedEllie",2021-04-01 12:26:13,2021-04-01 12:26:13
"Removal_LastDose","04/01/2021 13:00:00","test30_ExhaustedEllie",2021-04-01 13:00:00,2021-04-01 13:00:00
"Removal_Cortisol","7.222","test30_ExhaustedEllie",NA,NA
"Removal_cv","1.41","test30_ExhaustedEllie",NA,NA
"Logger.Stop","04/01/2021 15:44:30","test30_ExhaustedEllie",2021-04-01 15:44:30,2021-04-01 15:44:30
"Actual.Start.Time_CATS.toolbox","03/26/2021 15:51:03","test30_ExhaustedEllie",2021-03-26 15:51:03,2021-03-26 15:51:03
"Logger.Used","L1","test30_ExhaustedEllie",NA,NA
"SD.Card.Used","3","test30_ExhaustedEllie",NA,NA
"Configuration.Notes","connector config.py Oversampling ""upside down"" protocol used","test30_ExhaustedEllie",NA,NA
"Restarts.Present","Yes","test30_ExhaustedEllie",NA,NA
"Number.of.Restarts","1","test30_ExhaustedEllie",NA,NA
"X.factor.per.restart","0","test30_ExhaustedEllie",NA,NA
"First.Restart.Seconds.Elapsed","517740.86","test30_ExhaustedEllie",NA,NA
"Last.Restart.Seconds.Elapsed","517740.86","test30_ExhaustedEllie",NA,NA
"First.Restart.Time","04/01/2021 15:40:00.860","test30_ExhaustedEllie",2021-04-01 15:40:00,2021-04-01 15:40:00
"Last.Restart.Time","04/01/2021 15:40:00.860","test30_ExhaustedEllie",2021-04-01 15:40:00,2021-04-01 15:40:00
"Device.Failure","No","test30_ExhaustedEllie",NA,NA
"Mass.with.cage_kg","133","test30_ExhaustedEllie",NA,NA
"Mass.cage_kg","17","test30_ExhaustedEllie",NA,NA
"Mass.animal._kg","116","test30_ExhaustedEllie",NA,NA
"Mass.animal.post.study_kg","0","test30_ExhaustedEllie",NA,NA
"Flipper.Tag.1","GH870","test30_ExhaustedEllie",NA,NA
"Position","L-ou-Si","test30_ExhaustedEllie",NA,NA
"Flipper.Tag.2","GK102","test30_ExhaustedEllie",NA,NA
"Position.1","R-il-Si","test30_ExhaustedEllie",NA,NA
"Mark","210X","test30_ExhaustedEllie",NA,NA
"Mark.Position","R","test30_ExhaustedEllie",NA,NA
"Birth.date","~1/15/2021","test30_ExhaustedEllie",NA,NA
"Wean.date","02/15/2021 00:00:00","test30_ExhaustedEllie",2021-02-15 00:00:00,2021-02-15 00:00:00
"Tagged.date","02/20/2021 00:00:00","test30_ExhaustedEllie",2021-02-20 00:00:00,2021-02-20 00:00:00
"Wean.weight_kg","141.2","test30_ExhaustedEllie",NA,NA
"Weaner.ID","367998","test30_ExhaustedEllie",NA,NA
"Wean.Standard.Length","149","test30_ExhaustedEllie",NA,NA
"Wean.Ax.Girth","135","test30_ExhaustedEllie",NA,NA
"Animal.ID","53631","test30_ExhaustedEllie",NA,NA
"Deployment.Resight.ID","369160","test30_ExhaustedEllie",NA,NA
"Recovery.Resight.ID","375880","test30_ExhaustedEllie",NA,NA
"Deploy.ID","NESE0865ANNU","test30_ExhaustedEllie",NA,NA
"Seal.ID.1","H870","test30_ExhaustedEllie",NA,NA
"TOPP.ID","2021041","test30_ExhaustedEllie",NA,NA
"Deploy.Time","04/04/2021 23:00:00","test30_ExhaustedEllie",2021-04-04 23:00:00,2021-04-04 23:00:00
"Deploy.Latitude","36.95309","test30_ExhaustedEllie",NA,NA
"Deploy.Longitude","-122.064361","test30_ExhaustedEllie",NA,NA
"Initial.sedation.location","TSC","test30_ExhaustedEllie",NA,NA
"Attachment.Time..GMT.","03/27/2021 16:20:28","test30_ExhaustedEllie",2021-03-27 16:20:28,2021-03-27 16:20:28
"Attachment.Latitude","37.114632","test30_ExhaustedEllie",NA,NA
"Attachment.Longitude","-122.325439","test30_ExhaustedEllie",NA,NA
"Recovery.procedure.location","TSC","test30_ExhaustedEllie",NA,NA
"Recovery.Time..GMT.","04/01/2021 19:26:13","test30_ExhaustedEllie",2021-04-01 19:26:13,2021-04-01 19:26:13
"Recovery.Latitude","37.115727","test30_ExhaustedEllie",NA,NA
"Recovery.Longitude","-122.322446","test30_ExhaustedEllie",NA,NA
"Blood","Yes - 2 red, 2 purple","test30_ExhaustedEllie",NA,NA
"Serum.banked.for.CORT","Yes","test30_ExhaustedEllie",NA,NA
"Hematocrit","50 / 49 / 50 / 50","test30_ExhaustedEllie",NA,NA
"Standard.Length","157","test30_ExhaustedEllie",NA,NA
"Curved.Length","170","test30_ExhaustedEllie",NA,NA
"Ax.Girth","130","test30_ExhaustedEllie",NA,NA
"Whisker","N","test30_ExhaustedEllie",NA,NA
"Fur","N","test30_ExhaustedEllie",NA,NA
"Blubber","N","test30_ExhaustedEllie",NA,NA
"Ultrasound.skull.depth_cm","2.20","test30_ExhaustedEllie",NA,NA
"Instruments","Somniseal V3, MK10, VHF V2","test30_ExhaustedEllie",NA,NA
"MK10.ID","07A0349","test30_ExhaustedEllie",NA,NA
"Time.Deploy.VHF_magnet.off","03/27/2021 07:15:39","test30_ExhaustedEllie",2021-03-27 07:15:39,2021-03-27 07:15:39
"test.VHF.pings.on","Yes","test30_ExhaustedEllie",NA,NA
"Time.Deploy.MK10_ON.magnet","03/26/2021 14:08:00","test30_ExhaustedEllie",2021-03-26 14:08:00,2021-03-26 14:08:00
"Time.Deploy.MK10.in.GMT","03/26/2021 21:08:00","test30_ExhaustedEllie",2021-03-26 21:08:00,2021-03-26 21:08:00
"OFF.DAYS.in.When.to.Transmit","OFF 3/27,28,29,30,31; ON 4/1","test30_ExhaustedEllie",NA,NA
"Program.stop.transmit.MK10","03/26/2021 17:00:00","test30_ExhaustedEllie",2021-03-26 17:00:00,2021-03-26 17:00:00
"Program.stop.MK10_GMT","03/27/2021 00:00:00","test30_ExhaustedEllie",2021-03-27 00:00:00,2021-03-27 00:00:00
"Program.start.transmit.MK10","03/31/2021 17:00:00","test30_ExhaustedEllie",2021-03-31 17:00:00,2021-03-31 17:00:00
"Program.start.MK10_GMT","04/01/2021 00:00:00","test30_ExhaustedEllie",2021-04-01 00:00:00,2021-04-01 00:00:00
"test.transmit.working","Yes","test30_ExhaustedEllie",NA,NA
"last.transmit.time.recovery","03/22/2021 23:14:03","test30_ExhaustedEllie",2021-03-22 23:14:03,2021-03-22 23:14:03
"First.Calibration.Event.Type","Shakes","test30_ExhaustedEllie",NA,NA
"First.Calibration.Event.Start","03/27/2021 09:43:00","test30_ExhaustedEllie",2021-03-27 09:43:00,2021-03-27 09:43:00
"First.Calibration.Event.End","03/27/2021 09:43:10","test30_ExhaustedEllie",2021-03-27 09:43:10,2021-03-27 09:43:10
"Expected.Duration","01/00/1900 00:00:10","test30_ExhaustedEllie",NA,NA
"Logger.Event.Time.Start_TYPE","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Logger.Event.Time.End_TYPE","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Actual.Duration","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Event2_type","Shakes","test30_ExhaustedEllie",NA,NA
"Last.Calibration.Event.2.Start","04/01/2021 15:20:00","test30_ExhaustedEllie",2021-04-01 15:20:00,2021-04-01 15:20:00
"Last.Calibration.Event.2.End","04/01/2021 15:20:10","test30_ExhaustedEllie",2021-04-01 15:20:10,2021-04-01 15:20:10
"Logger.Event.Time.Start_TYPE.1","01/00/1900 00:00:10","test30_ExhaustedEllie",NA,NA
"Logger.Event.Time.End_TYPE.1","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Actual.Duration.1","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Offset.NOT.accounted.for.by.Insert.Restart.Delays","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Type.in.OFFSET","01/05/1900 05:37:00","test30_ExhaustedEllie",1900-01-05 05:37:00,1900-01-05 05:37:00
"Event3_type","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Additional.Sync.Event.Start","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Additional.Sync.Event.End","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Time.of.water.entry","01/00/1900 00:00:00","test30_ExhaustedEllie",NA,NA
"Recording.Duration_s","517957.272","test30_ExhaustedEllie",NA,NA
"Recording.Duration_days","5.994875833","test30_ExhaustedEllie",NA,NA
"Recording.Duration_based.on.start.stop","5.995486111","test30_ExhaustedEllie",NA,NA
"Extra.Sedation","No","test30_ExhaustedEllie",NA,NA
"Experiment.Duration_days.from.attachment.to.removal","5.128993056","test30_ExhaustedEllie",NA,NA
"Pickup.Crew","0","test30_ExhaustedEllie",NA,NA
"Attachment.Crew","R. Holser, L. Keehan, J. Kendall-Bar, A. Favilla, R. Jones, D. Costa","test30_ExhaustedEllie",NA,NA
"Release.Crew","R. Holser, L. Keehan, and J. Kendall-Bar","test30_ExhaustedEllie",NA,NA
"Animal.Comment","Resight comment for recovery: Seal was instrumented on March 27 as part of sleep study by J.Kendall-Bar TOPPID 2021047. Instrument was recovered today, animal looks healthy and in good body condition. Made sure to check on headcap region and eyes regarding previous concerns and all seems normal.","test30_ExhaustedEllie",NA,NA
"Begin.Calm.in.Water.for.ICA","03/30/2021 13:14:10","test30_ExhaustedEllie",2021-03-30 13:14:10,2021-03-30 13:14:10
"End.Calm.in.Water.for.ICA","03/30/2021 13:19:38","test30_ExhaustedEllie",2021-03-30 13:19:38,2021-03-30 13:19:38
"Duration.for.ICA","00:05:28","test30_ExhaustedEllie",NA,NA
"Best.EOG.EMG.EEG","3,5,7,8","test30_ExhaustedEllie",NA,NA
"ICA.Decomposition.Quality","OK","test30_ExhaustedEllie",NA,NA
"ICA.Component.Maximal.Brain","8","test30_ExhaustedEllie",NA,NA
"ICA.Component.Maximal.Heart","1","test30_ExhaustedEllie",NA,NA
"Pruned.with.ICA.Components","1,3,7","test30_ExhaustedEllie",NA,NA
"Channel.Configuration","[19 16 15 18 17 20 21 25 29]","test30_ExhaustedEllie",NA,NA
"Attachment.Orientation","on its side","test30_ExhaustedEllie",NA,NA
"Time.for.orientation","03/27/2021 11:18:03","test30_ExhaustedEllie",2021-03-27 11:18:03,2021-03-27 11:18:03
"AccX.during.attachment","-0.034789096","test30_ExhaustedEllie",NA,NA
"AccY.during.attachment","-0.966507315","test30_ExhaustedEllie",NA,NA
"AccZ.during.attachment","-0.2335","test30_ExhaustedEllie",NA,NA
"Data.Comments.from.Alexei","Start time was inserted automatically from RTC.
Test30 has no any restarts.","test30_ExhaustedEllie",NA,NA
"Recording.ID","WILD_2yr-juvenile","test31_FatiguedFiona",NA,NA
"Test.Number","31","test31_FatiguedFiona",NA,NA
"Deployment","9","test31_FatiguedFiona",NA,NA
"Seal.Number","20","test31_FatiguedFiona",NA,NA
"Sex","F","test31_FatiguedFiona",NA,NA
"Version","V3","test31_FatiguedFiona",NA,NA
"Age","(2,3]","test31_FatiguedFiona",NA,NA
"Age.Estimate","probable 2.2 year old","test31_FatiguedFiona",NA,NA
"Seal.ID","H645","test31_FatiguedFiona",NA,NA
"Pressed.Start.Logger","04/04/2021 14:30:00","test31_FatiguedFiona",2021-04-04 14:30:00,2021-04-04 14:30:00
"Logger.Start","04/04/2021 14:31:00","test31_FatiguedFiona",2021-04-04 14:31:00,2021-04-04 14:31:00
"Start.from.Real.Time.Clock","04/03/2021 14:31:02","test31_FatiguedFiona",2021-04-03 14:31:02,2021-04-03 14:31:02
"Start.for.EDF.Files","04/04/2021 14:31:02","test31_FatiguedFiona",2021-04-04 14:31:02,2021-04-04 14:31:02
"Duration_ON_ANIMAL_h","98.81","test31_FatiguedFiona",NA,NA
"ON.ANIMAL","04/05/2021 09:34:48","test31_FatiguedFiona",2021-04-05 09:34:48,2021-04-05 09:34:48
"OFF.ANIMAL","04/09/2021 12:23:24","test31_FatiguedFiona",2021-04-09 12:23:24,2021-04-09 12:23:24
"Attachment_InitialStick","04/05/2021 07:54:00","test31_FatiguedFiona",2021-04-05 07:54:00,2021-04-05 07:54:00
"Attachment_LastDose","04/05/2021 09:46:30","test31_FatiguedFiona",2021-04-05 09:46:30,2021-04-05 09:46:30
"Attachment_Cortisol","7.852","test31_FatiguedFiona",NA,NA
"Attachment_cv","3.73","test31_FatiguedFiona",NA,NA
"Removal_InitialStick","04/09/2021 11:57:47","test31_FatiguedFiona",2021-04-09 11:57:47,2021-04-09 11:57:47
"Removal_LastDose","04/09/2021 12:23:43","test31_FatiguedFiona",2021-04-09 12:23:43,2021-04-09 12:23:43
"Removal_Cortisol","13.259","test31_FatiguedFiona",NA,NA
"Removal_cv","1.86","test31_FatiguedFiona",NA,NA
"Electrodes.unplugged.from.logger_recorded.time","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Electrodes.unplugged.from.logger_Video","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Logger.Stop","04/09/2021 15:54:00","test31_FatiguedFiona",2021-04-09 15:54:00,2021-04-09 15:54:00
"Actual.Start.Time_CATS.toolbox","04/04/2021 14:31:02","test31_FatiguedFiona",2021-04-04 14:31:02,2021-04-04 14:31:02
"Actual.Start_TYPE","01/00/1900 00:00:00","test31_FatiguedFiona",NA,NA
"Logger.Used","L1","test31_FatiguedFiona",NA,NA
"SD.Card.Used","3","test31_FatiguedFiona",NA,NA
"Configuration.Notes","connector config.py Oversampling ""upside down"" protocol used","test31_FatiguedFiona",NA,NA
"Restarts.Present","Yes","test31_FatiguedFiona",NA,NA
"Number.of.Restarts","4","test31_FatiguedFiona",NA,NA
"X.factor.per.restart","0","test31_FatiguedFiona",NA,NA
"First.Restart.Seconds.Elapsed","0","test31_FatiguedFiona",NA,NA
"Last.Restart.Seconds.Elapsed","0","test31_FatiguedFiona",NA,NA
"First.Restart.Time","04/04/2021 14:31:00.000","test31_FatiguedFiona",2021-04-04 14:31:00,2021-04-04 14:31:00
"Last.Restart.Time","04/04/2021 14:31:00.000","test31_FatiguedFiona",2021-04-04 14:31:00,2021-04-04 14:31:00
"Device.Failure","No","test31_FatiguedFiona",NA,NA
"Mass.with.cage_kg","173","test31_FatiguedFiona",NA,NA
"Mass.cage_kg","19","test31_FatiguedFiona",NA,NA
"Mass.animal._kg","154","test31_FatiguedFiona",NA,NA
"Mass.animal.post.study_kg","0","test31_FatiguedFiona",NA,NA
"Flipper.Tag.1","GH645","test31_FatiguedFiona",NA,NA
"Position","L-iu-So","test31_FatiguedFiona",NA,NA
"Flipper.Tag.2","GH657","test31_FatiguedFiona",NA,NA
"Position.1","R-ou-Si","test31_FatiguedFiona",NA,NA
"Mark","0","test31_FatiguedFiona",NA,NA
"Mark.Position","0","test31_FatiguedFiona",NA,NA
"Animal.ID","53815","test31_FatiguedFiona",NA,NA
"Deployment.Resight.ID","371454","test31_FatiguedFiona",NA,NA
"Recovery.Resight.ID","371457","test31_FatiguedFiona",NA,NA
"Deploy.ID","NESE0866ANNU","test31_FatiguedFiona",NA,NA
"Seal.ID.1","H645","test31_FatiguedFiona",NA,NA
"TOPP.ID","2021042","test31_FatiguedFiona",NA,NA
"Deploy.Time","04/04/2021 23:00:00","test31_FatiguedFiona",2021-04-04 23:00:00,2021-04-04 23:00:00
"Deploy.Latitude","36.95309","test31_FatiguedFiona",NA,NA
"Deploy.Longitude","-122.064361","test31_FatiguedFiona",NA,NA
"Initial.sedation.location","TSC","test31_FatiguedFiona",NA,NA
